emp_no,first_name,last_name,gender,dept_no,dept_name,salary,to_date
13884,Kensei,Swift,M,d004,Production,44785,9999-01-01
14088,Mori,Leslie,M,d008,Research,44821,9999-01-01
14107,Xiahua,Rindone,M,d001,Marketing,82396,9999-01-01
14111,Leszek,Cummings,F,d009,Customer Service,52696,9999-01-01
13990,Deborah,Schapiro,F,d005,Development,52723,9999-01-01
14118,Kasturi,Anido,M,d009,Customer Service,46248,9999-01-01
13992,Ulises,Kenevan,M,d002,Finance,81318,9999-01-01
13999,Florian,Crouzet,M,d003,Human Resources,40000,9999-01-01
14167,Adas,Hertweck,F,d004,Production,40000,9999-01-01
14005,Vojin,Stellhorn,M,d005,Development,40000,9999-01-01
14015,Manibrata,Picaronny,M,d006,Quality Management,63084,9999-01-01
14191,Jiann,Luby,F,d005,Development,40155,9999-01-01
14034,Aloys,Seghrouchni,M,d002,Finance,69700,9999-01-01
14209,Masanao,Kusakabe,F,d008,Research,40000,9999-01-01
14220,Tomofumi,Pargas,F,d004,Production,68017,9999-01-01
14041,Shan,DeMori,F,d001,Marketing,63235,9999-01-01
14232,Masali,Bojadziev,M,d005,Development,50568,9999-01-01
14067,Godehard,Trachtenberg,M,d004,Production,44669,9999-01-01
14236,Xuedong,Angiulli,F,d008,Research,40000,9999-01-01
14237,Abdulla,Gerlach,F,d009,Customer Service,57219,9999-01-01
14242,Sudhanshu,Benaini,F,d009,Customer Service,40000,9999-01-01
14460,Yagil,Lueh,F,d004,Production,56267,9999-01-01
14257,Kwok,Massonet,F,d004,Production,40000,9999-01-01
14478,Munehiro,Boissier,F,d007,Sales,40000,9999-01-01
14290,Miyeon,Olivero,M,d004,Production,78736,9999-01-01
14292,Susanna,Vigier,F,d008,Research,41846,9999-01-01
14298,Chriss,Granlund,F,d004,Production,40000,9999-01-01
14310,Marlo,Leuchs,M,d007,Sales,40000,9999-01-01
14481,Moti,Lammel,M,d004,Production,40000,9999-01-01
14320,Sreenivas,Schaar,M,d004,Production,40000,9999-01-01
14483,Supot,Marrevee,M,d005,Development,40000,9999-01-01
14322,Shem,Kakkad,M,d005,Development,50363,9999-01-01
14323,Golgen,Leslie,F,d004,Production,40000,9999-01-01
14486,Indrajit,Birdsall,M,d004,Production,40000,9999-01-01
14498,Xiong,Selenyi,M,d003,Human Resources,40000,9999-01-01
14340,Vitaly,Wixon,M,d004,Production,42858,9999-01-01
14344,Otilia,Buescher,F,d004,Production,41979,9999-01-01
14501,Taizo,Kroft,M,d004,Production,63646,9999-01-01
14354,Mong,Bojadziev,M,d007,Sales,40000,9999-01-01
14509,Danil,Aloia,M,d002,Finance,40000,9999-01-01
14360,Janche,Erbe,M,d008,Research,43476,9999-01-01
14513,Samphel,Barreiro,M,d001,Marketing,83273,9999-01-01
14372,Saniya,Srimani,F,d008,Research,57667,9999-01-01
14515,Kazuhisa,Versino,F,d006,Quality Management,61645,9999-01-01
14384,Tomofumi,Holburn,F,d005,Development,58260,9999-01-01
14516,Kristian,Underwood,F,d007,Sales,73262,9999-01-01
14518,Patricia,Peir,M,d004,Production,64238,9999-01-01
14522,Chuanyi,Ranta,F,d002,Finance,40000,9999-01-01
14537,Babette,Engelmann,F,d006,Quality Management,48332,9999-01-01
14552,Ibibia,Snyers,M,d005,Development,40000,9999-01-01
14422,Toshimo,Gadepally,M,d004,Production,59001,9999-01-01
14556,Fatemeh,Zultner,M,d004,Production,40000,9999-01-01
14434,Elvis,Maginnis,M,d005,Development,40000,9999-01-01
14560,Elrique,Driscoll,M,d005,Development,62770,9999-01-01
14439,Raimond,Woycyznski,M,d006,Quality Management,80654,9999-01-01
14581,Gao,Condotta,F,d005,Development,59499,9999-01-01
14632,Gudjon,McClurg,M,d006,Quality Management,40000,9999-01-01
14582,Kiyokazu,Morrin,M,d005,Development,40000,9999-01-01
14639,Arvind,Hempstead,F,d007,Sales,79405,9999-01-01
14600,Jayson,Cairo,F,d009,Customer Service,41352,9999-01-01
14640,Toshimori,Kornatzky,M,d005,Development,42662,9999-01-01
14642,Florian,Kuhnemann,F,d005,Development,54553,9999-01-01
14645,Laurentiu,Glinert,F,d005,Development,45647,9999-01-01
14648,IEEE,Lorys,M,d007,Sales,89209,9999-01-01
14603,Lech,Marquardt,M,d005,Development,55369,9999-01-01
14659,Sashi,Adachi,F,d006,Quality Management,40926,9999-01-01
14607,Suzette,Selvestrel,M,d007,Sales,67813,9999-01-01
14620,Jianhua,Erev,F,d004,Production,53303,9999-01-01
14675,Teunis,Angel,F,d003,Human Resources,40000,9999-01-01
14677,Herbert,Sifakis,M,d004,Production,40000,9999-01-01
14621,Souichi,Wixon,F,d007,Sales,66404,9999-01-01
14683,Alois,Basart,M,d009,Customer Service,41107,9999-01-01
14690,Yechezkel,Bellone,F,d005,Development,40000,9999-01-01
14814,Odysseas,Nishimukai,M,d009,Customer Service,40000,9999-01-01
14693,Brewster,Stranks,F,d009,Customer Service,59960,9999-01-01
14710,Mahmut,Hainaut,F,d001,Marketing,40341,9999-01-01
14817,Gaurav,Masaki,M,d008,Research,41203,9999-01-01
14723,Constantino,Assaf,M,d003,Human Resources,40000,9999-01-01
14821,Oguz,Kilgore,M,d005,Development,42545,9999-01-01
14724,Aron,Lemarechal,M,d002,Finance,66530,9999-01-01
14839,Changho,Cronin,M,d005,Development,40000,9999-01-01
14853,Taiji,Nergos,F,d005,Development,58311,9999-01-01
14877,Arto,Meriste,M,d005,Development,40000,9999-01-01
14780,Marlo,Bruckman,F,d004,Production,51232,9999-01-01
14785,Zhonghua,Kaiser,M,d009,Customer Service,46936,9999-01-01
14793,Stein,Uchoa,M,d005,Development,47045,9999-01-01
14879,Anyuan,Sigstam,M,d005,Development,54322,9999-01-01
14888,Temple,Barriga,F,d007,Sales,60916,9999-01-01
14899,Alejandro,Casley,M,d007,Sales,64365,9999-01-01
15005,Kiam,Sadowsky,M,d004,Production,50368,9999-01-01
14906,Adil,Parveen,F,d008,Research,54758,9999-01-01
15016,Woody,Gulik,F,d002,Finance,40000,9999-01-01
15018,Ramalingam,Prenel,F,d001,Marketing,40668,9999-01-01
15019,Qingxiang,Shokrollahi,F,d006,Quality Management,41721,9999-01-01
14908,Kerhong,Flanders,F,d004,Production,40000,9999-01-01
15029,Giordano,Koshino,M,d009,Customer Service,40000,9999-01-01
15030,Rasikan,Nourani,M,d007,Sales,40000,9999-01-01
15036,Ziva,Delgrande,M,d005,Development,40000,9999-01-01
14909,Mohan,Kamble,M,d005,Development,40000,9999-01-01
14911,Xiaobin,Chelton,F,d004,Production,62738,9999-01-01
15049,Khun,Waymire,F,d009,Customer Service,40000,9999-01-01
14914,Gretta,Benzaken,F,d005,Development,40000,9999-01-01
15052,Flemming,Kranzdorf,M,d004,Production,40630,9999-01-01
15055,Shrikanth,Sherertz,M,d008,Research,40000,9999-01-01
15066,Tomokazu,Oaver,M,d005,Development,43455,9999-01-01
15069,Manton,Siksek,M,d004,Production,40000,9999-01-01
15071,Ayonca,Couchot,F,d007,Sales,97484,9999-01-01
15075,Radoslaw,Rijsenbrij,M,d004,Production,40000,9999-01-01
15077,Toshiki,Taubenfeld,F,d004,Production,40000,9999-01-01
15082,Guadalupe,Zirintsis,F,d005,Development,63024,9999-01-01
15087,Chirstian,Ushiama,F,d004,Production,40000,9999-01-01
15089,Giri,Coney,F,d005,Development,48594,9999-01-01
15092,Remmert,Bahi,F,d009,Customer Service,40000,9999-01-01
15102,Luigi,Axelband,F,d004,Production,40374,9999-01-01
15105,Sudhanshu,Itzigehl,M,d001,Marketing,75800,9999-01-01
15114,Pantung,Honglei,M,d005,Development,40000,9999-01-01
14915,Huican,Picco,M,d004,Production,40733,9999-01-01
15134,Arun,Luiz,F,d007,Sales,62752,9999-01-01
14923,Shuzo,Gyorkos,M,d005,Development,40000,9999-01-01
15145,Haldon,Servieres,M,d004,Production,51443,9999-01-01
15151,Urs,Pouyioutas,F,d001,Marketing,61253,9999-01-01
14928,Satoru,Mukaidono,F,d003,Human Resources,53377,9999-01-01
14941,Nathan,Lichtner,M,d005,Development,43608,9999-01-01
15176,Charlene,Sankaranarayanan,M,d007,Sales,98401,9999-01-01
14942,Heon,Benveniste,M,d006,Quality Management,40000,9999-01-01
14949,Insup,Reinhart,F,d004,Production,44930,9999-01-01
14954,Fox,Magliocco,F,d005,Development,43510,9999-01-01
14971,Fan,Simmen,M,d002,Finance,55187,9999-01-01
15193,Neelam,Schach,M,d005,Development,47039,9999-01-01
15196,Souichi,Duclos,M,d005,Development,55824,9999-01-01
15202,Pranay,Irland,M,d004,Production,40000,9999-01-01
14983,Hyuckchul,Pouyioutas,M,d001,Marketing,86754,9999-01-01
15208,Sudharsan,Shokrollahi,F,d008,Research,44109,9999-01-01
15218,Shuky,Conry,M,d002,Finance,44614,9999-01-01
14993,Sanjay,Koblitz,M,d005,Development,45407,9999-01-01
15228,Mona,Salvesen,M,d003,Human Resources,40000,9999-01-01
15230,Keiichiro,Suessmith,F,d005,Development,70187,9999-01-01
15234,Jouko,Zhiwei,F,d005,Development,47654,9999-01-01
15369,Premal,Penttonen,F,d007,Sales,81954,9999-01-01
15237,Reinhard,Sadowsky,M,d005,Development,40000,9999-01-01
15243,Mountaz,Famili,F,d002,Finance,41015,9999-01-01
15248,Edwin,Baar,M,d001,Marketing,64696,9999-01-01
15370,Chuanyi,Nilsson,F,d008,Research,67631,9999-01-01
15253,Ayonca,Pardalos,M,d004,Production,40396,9999-01-01
15372,Nahum,Broder,M,d007,Sales,79245,9999-01-01
15375,Shuho,Manders,F,d002,Finance,65920,9999-01-01
15269,Eric,Reghbati,F,d004,Production,60930,9999-01-01
15377,Shugo,Aumann,M,d005,Development,50274,9999-01-01
15271,Shiv,Bernardeschi,F,d007,Sales,88026,9999-01-01
15382,Alassane,Siegrist,M,d007,Sales,66083,9999-01-01
15392,Pradeep,Markovitch,M,d005,Development,55638,9999-01-01
15292,Miyeon,Lammel,M,d007,Sales,87586,9999-01-01
15408,Maik,Penttonen,F,d008,Research,40000,9999-01-01
15324,Ziya,Lunn,M,d004,Production,40000,9999-01-01
15410,Wilmer,Kushner,F,d001,Marketing,58123,9999-01-01
15329,Fan,Openshaw,F,d005,Development,41839,9999-01-01
15330,Jaroslava,Chinal,M,d007,Sales,53020,9999-01-01
15412,Huai,Thiria,M,d005,Development,62190,9999-01-01
15337,Masaru,Radivojevic,M,d006,Quality Management,40000,9999-01-01
15438,Constantijn,Munoz,F,d002,Finance,43326,9999-01-01
15343,Chaosheng,Luce,F,d006,Quality Management,48936,9999-01-01
15354,Chikara,Nyrup,M,d009,Customer Service,40782,9999-01-01
15365,Mikhail,Schiettecatte,M,d005,Development,41309,9999-01-01
15441,Arvind,Weisert,F,d008,Research,40000,9999-01-01
15452,Kazuhira,Weedman,M,d005,Development,40000,9999-01-01
15563,Constantino,Zykh,M,d009,Customer Service,56239,9999-01-01
15454,Hongzue,Cesareni,F,d007,Sales,57571,9999-01-01
15565,True,Muchinsky,M,d001,Marketing,73532,9999-01-01
15566,Baoqiu,Azuma,M,d007,Sales,61655,9999-01-01
15470,Weiwu,Huhdanpaa,M,d004,Production,40693,9999-01-01
15600,Mack,Perna,M,d004,Production,40000,9999-01-01
15601,Carrsten,Anily,F,d007,Sales,83263,9999-01-01
15474,Gilbert,Plumb,M,d007,Sales,90430,9999-01-01
15479,Zhenbing,Soicher,M,d004,Production,40000,9999-01-01
15480,Kwok,Trogemann,M,d005,Development,47645,9999-01-01
15504,Kasturi,Alpin,M,d005,Development,40000,9999-01-01
15651,Huan,Iwayama,F,d004,Production,50313,9999-01-01
15656,Mohammad,Schaaf,M,d001,Marketing,66141,9999-01-01
15505,Collette,Mikschl,F,d004,Production,56848,9999-01-01
15510,Inderjeet,Sethi,M,d005,Development,48661,9999-01-01
15511,George,Kowalchuk,F,d007,Sales,76880,9999-01-01
15682,Hiroyasu,Przulj,M,d006,Quality Management,40000,9999-01-01
15518,Uno,Valtorta,F,d005,Development,55563,9999-01-01
15687,Dekang,Ambroszkiewicz,M,d002,Finance,62333,9999-01-01
15525,Masadi,Cherinka,M,d005,Development,40000,9999-01-01
15703,Chenye,Hanratty,M,d005,Development,40000,9999-01-01
15708,Reuven,Kushnir,F,d007,Sales,85063,9999-01-01
15714,Troy,Bala,F,d004,Production,40000,9999-01-01
15715,Insup,Ibel,F,d001,Marketing,40000,9999-01-01
15726,Zhilian,Parascandalo,M,d001,Marketing,70522,9999-01-01
15739,Poorav,Bahr,F,d005,Development,54605,9999-01-01
15740,Stepehn,Pocchiola,M,d007,Sales,57994,9999-01-01
15750,Arumugam,Bresenham,M,d004,Production,40000,9999-01-01
15765,Tonny,Taubenfeld,F,d005,Development,40000,9999-01-01
15767,Baocai,Broomell,M,d004,Production,40000,9999-01-01
15769,Pranay,Oskamp,M,d001,Marketing,61575,9999-01-01
15788,Taegyun,Deyuan,M,d004,Production,53521,9999-01-01
15799,Manton,Gelosh,M,d007,Sales,64458,9999-01-01
15809,Mingsen,Antonisse,M,d002,Finance,50619,9999-01-01
15819,Magdalena,Rajcani,M,d001,Marketing,63847,9999-01-01
15821,Aleksander,Antonakopoulos,M,d005,Development,40000,9999-01-01
15846,Bowen,Litecky,M,d004,Production,40000,9999-01-01
15861,Gio,Anido,F,d001,Marketing,50890,9999-01-01
15866,Angel,Seiwald,M,d004,Production,40000,9999-01-01
15869,Guoxiang,Bala,M,d004,Production,40000,9999-01-01
15876,Munehiro,Vakili,F,d005,Development,51140,9999-01-01
15877,Yannik,Kroll,M,d004,Production,40000,9999-01-01
15880,Miquel,Dechter,M,d004,Production,40000,9999-01-01
15889,Sasan,Azumi,M,d005,Development,63393,9999-01-01
15892,Lunjin,Pettis,F,d004,Production,60367,9999-01-01
15901,Marsja,Fargier,F,d006,Quality Management,40000,9999-01-01
15902,Kazuhide,Stille,F,d008,Research,40000,9999-01-01
15905,DeForest,Petersohn,F,d004,Production,47421,9999-01-01
15911,Shaibal,Viele,M,d009,Customer Service,45602,9999-01-01
15934,Kensyu,Shinomoto,F,d004,Production,50454,9999-01-01
15938,Garnik,Covnot,F,d007,Sales,69499,9999-01-01
15942,Murthy,Rosca,M,d004,Production,50486,9999-01-01
15943,Yakkov,Demke,M,d006,Quality Management,40000,9999-01-01
15945,Hauke,Larfeldt,M,d004,Production,57717,9999-01-01
15948,Karoline,Versino,F,d005,Development,40000,9999-01-01
15955,Yuguang,Dratva,F,d004,Production,45283,9999-01-01
15971,Arumugam,Aloia,M,d005,Development,42963,9999-01-01
15977,King,Ballarin,M,d008,Research,44282,9999-01-01
15978,Kaijung,Wielonsky,F,d004,Production,40000,9999-01-01
15993,Yoshimitsu,Peir,M,d005,Development,45611,9999-01-01
16000,Marek,Demos,F,d004,Production,40000,9999-01-01
16018,Boutros,Papadias,M,d004,Production,52560,9999-01-01
16019,Chaoyi,Heystek,F,d008,Research,40000,9999-01-01
16025,Doowon,Luce,F,d005,Development,84433,9999-01-01
16028,JiYoung,Takkinen,F,d004,Production,53714,9999-01-01
16033,Wayne,Spelt,F,d002,Finance,40000,9999-01-01
16052,Maria,Rodham,F,d005,Development,40000,9999-01-01
16066,Marsha,Penn,F,d007,Sales,74757,9999-01-01
16068,Leandro,Zongker,M,d002,Finance,53031,9999-01-01
16076,Marko,Ebeling,M,d005,Development,47061,9999-01-01
16077,Kannan,Heemskerk,F,d005,Development,49020,9999-01-01
16086,Mohammad,Denos,M,d005,Development,42903,9999-01-01
16094,Berto,Rosar,M,d005,Development,40000,9999-01-01
16099,Mohan,Ferretti,M,d003,Human Resources,40000,9999-01-01
16126,Tse,Crabtree,M,d009,Customer Service,68863,9999-01-01
16130,Kerryn,Belinskaya,M,d005,Development,40000,9999-01-01
16134,Annemarie,Chaudhuri,F,d005,Development,40000,9999-01-01
16138,Leucio,Krzyzanowski,M,d001,Marketing,67593,9999-01-01
16154,Monique,Docker,M,d006,Quality Management,40000,9999-01-01
16185,Marin,Winter,F,d005,Development,44003,9999-01-01
16192,Leandro,Sigstam,M,d009,Customer Service,40000,9999-01-01
16201,Krassimir,Olano,M,d005,Development,53081,9999-01-01
16227,Hitomi,Vural,F,d004,Production,58619,9999-01-01
16229,Ronnie,Lanzelotte,F,d009,Customer Service,40000,9999-01-01
16230,Ung,Babu,M,d004,Production,40000,9999-01-01
16233,Sushant,Baba,M,d007,Sales,54684,9999-01-01
16234,Jacopo,Basart,F,d009,Customer Service,40000,9999-01-01
16246,Makato,Masaki,M,d004,Production,40000,9999-01-01
16252,Carrsten,Mattern,F,d004,Production,64982,9999-01-01
16266,Mikhail,Sethi,M,d007,Sales,57642,9999-01-01
16272,Shuho,Zeleznik,M,d008,Research,40000,9999-01-01
16274,Sadun,Navazio,M,d002,Finance,65521,9999-01-01
16324,Billie,Bazzichi,M,d003,Human Resources,40000,9999-01-01
16337,Hironoby,Schaad,M,d004,Production,40000,9999-01-01
16341,Boutros,Fendler,F,d008,Research,40000,9999-01-01
15534,Guozhong,Grabner,F,d002,Finance,63090,9999-01-01
16355,Nikolaos,Luca,M,d007,Sales,80403,9999-01-01
16364,Yifei,Gini,M,d007,Sales,73503,9999-01-01
16365,Janalee,Mellouli,F,d008,Research,40000,9999-01-01
16377,Duri,Stanger,M,d004,Production,62147,9999-01-01
16380,Zhilian,Chleq,M,d009,Customer Service,42820,9999-01-01
16382,Chaoyi,Talmon,M,d004,Production,66986,9999-01-01
16383,Lidong,Czap,F,d004,Production,55977,9999-01-01
16388,Subhankar,Georgatos,M,d009,Customer Service,40000,9999-01-01
16397,Shimshon,Cusworth,F,d002,Finance,66757,9999-01-01
16398,Limsoon,Krzyzanowski,M,d007,Sales,71254,9999-01-01
16399,Apostol,Collette,F,d009,Customer Service,59384,9999-01-01
15543,Mingdong,Staelin,F,d004,Production,40000,9999-01-01
16404,Rafols,Rabehasaina,M,d004,Production,45689,9999-01-01
16412,Moss,Tokunaga,F,d004,Production,66524,9999-01-01
16425,Idoia,Beerel,M,d004,Production,53045,9999-01-01
15548,Sanjai,Caine,M,d008,Research,48171,9999-01-01
16438,Abdulla,Demeyer,M,d004,Production,52449,9999-01-01
16446,Jouko,Chinin,M,d007,Sales,94600,9999-01-01
16447,Zhiguo,Savasere,F,d004,Production,40000,9999-01-01
16448,Tsvetan,Zwicker,M,d005,Development,76979,9999-01-01
16479,Jixiang,Eiter,M,d002,Finance,62446,9999-01-01
16453,Goncalo,Basart,M,d003,Human Resources,47433,9999-01-01
16471,Bogdan,Birta,M,d008,Research,44976,9999-01-01
16486,Sanjay,Perin,M,d008,Research,57496,9999-01-01
16672,Georgi,Peris,M,d007,Sales,55265,9999-01-01
16674,Duke,Takanami,M,d005,Development,40000,9999-01-01
16487,Arunas,Yemenis,M,d007,Sales,73302,9999-01-01
16679,Domenick,Cummings,F,d008,Research,40000,9999-01-01
16683,Hatem,Ghandeharizadeh,F,d004,Production,60120,9999-01-01
16490,Muzhong,Thiria,M,d007,Sales,85462,9999-01-01
16491,Emdad,Radwan,M,d009,Customer Service,40000,9999-01-01
16504,Mong,Cromarty,F,d005,Development,40000,9999-01-01
16716,Ramachenga,Zumaque,F,d005,Development,54270,9999-01-01
16719,Sasan,Benantar,M,d003,Human Resources,40000,9999-01-01
16723,Mohd,Randt,F,d009,Customer Service,56932,9999-01-01
16729,Kirk,Broomell,M,d002,Finance,51318,9999-01-01
16731,Domenico,Versino,M,d005,Development,48868,9999-01-01
16510,Mototsugu,Vecchio,M,d009,Customer Service,40000,9999-01-01
16759,Vojin,Masaki,M,d008,Research,40000,9999-01-01
16537,Weidon,Seiwald,M,d005,Development,40000,9999-01-01
16799,Shigeichiro,Bamford,M,d005,Development,54405,9999-01-01
16801,Gila,Strooper,M,d005,Development,48932,9999-01-01
16803,Ziva,Rohrbach,M,d005,Development,50968,9999-01-01
16806,Sreekrishna,Dayana,M,d009,Customer Service,72405,9999-01-01
16808,Kiyokazu,Katiyar,M,d007,Sales,87215,9999-01-01
16539,Gretta,Fetvedt,M,d004,Production,40000,9999-01-01
16546,Sangeeta,Lanphier,M,d005,Development,47819,9999-01-01
16851,Leon,Stasinski,M,d003,Human Resources,51771,9999-01-01
16549,Olivera,Thibadeau,M,d002,Finance,60531,9999-01-01
16852,Yefim,Fontet,F,d009,Customer Service,48864,9999-01-01
16551,Sadegh,Ranon,M,d008,Research,82980,9999-01-01
16862,JiYoung,Eppinger,M,d009,Customer Service,40000,9999-01-01
16864,Candido,Gecsel,M,d004,Production,50361,9999-01-01
16869,Yakkov,Huttel,M,d008,Research,40000,9999-01-01
16871,Munir,Stiles,M,d004,Production,55303,9999-01-01
16875,Nikolaos,Radhakrishnan,M,d005,Development,40000,9999-01-01
16880,Honesty,Bresenham,M,d004,Production,40000,9999-01-01
16897,Charlene,Ebeling,M,d006,Quality Management,57244,9999-01-01
16910,Kazunori,Botman,M,d008,Research,57230,9999-01-01
16919,Tesuya,Yurov,F,d004,Production,40184,9999-01-01
16921,Evgueni,Yeung,M,d007,Sales,71025,9999-01-01
16954,Akhilish,Apsitis,M,d001,Marketing,47943,9999-01-01
16955,Sangeeta,Marrakchi,M,d008,Research,74715,9999-01-01
16969,Sanjit,Braccini,F,d005,Development,49377,9999-01-01
16986,Hirochika,Gecseg,M,d004,Production,61653,9999-01-01
16988,Xiong,Peron,M,d002,Finance,47878,9999-01-01
16556,Mostafa,Hiltgen,M,d005,Development,53954,9999-01-01
16993,Hongzue,Dahlbom,M,d007,Sales,57751,9999-01-01
16999,Bezalel,Sadowsky,F,d004,Production,40000,9999-01-01
16567,Hein,Senzako,M,d009,Customer Service,40000,9999-01-01
17012,Valdiodio,Petereit,M,d005,Development,40000,9999-01-01
17018,Berhard,Tasistro,F,d005,Development,40000,9999-01-01
17024,Ewing,Siepmann,F,d004,Production,58181,9999-01-01
16570,Uta,Matzen,F,d004,Production,46162,9999-01-01
16580,Masaru,Valiente,F,d006,Quality Management,40000,9999-01-01
17041,Nishit,Montemayor,F,d009,Customer Service,40492,9999-01-01
17046,Fay,Kornyak,F,d005,Development,44955,9999-01-01
17048,Christoph,Murthy,M,d006,Quality Management,46913,9999-01-01
16607,Vishwani,Honglei,F,d007,Sales,54558,9999-01-01
17055,Marin,Wixon,M,d005,Development,46654,9999-01-01
17063,Anoosh,Thiran,M,d007,Sales,91391,9999-01-01
17066,Heping,Ruther,M,d005,Development,59260,9999-01-01
17068,Bodh,Gopalakrishnan,F,d008,Research,40000,9999-01-01
17072,Richara,Bala,M,d009,Customer Service,40000,9999-01-01
17076,Gudjon,Hitomi,M,d006,Quality Management,60092,9999-01-01
17078,Gill,Hinsberger,M,d009,Customer Service,44442,9999-01-01
17081,Weiru,Murtafg,F,d006,Quality Management,40846,9999-01-01
17089,Rafail,Erman,F,d007,Sales,67779,9999-01-01
17098,Xuedong,Gelosh,F,d005,Development,40000,9999-01-01
17101,Sandeepan,Compeau,M,d005,Development,40173,9999-01-01
17102,Radhika,Garnick,F,d007,Sales,89793,9999-01-01
17103,Takahiro,Feldmann,M,d008,Research,48187,9999-01-01
16619,Arvind,Boguraev,F,d005,Development,40000,9999-01-01
17120,Yifei,Polupanov,M,d003,Human Resources,40000,9999-01-01
17125,Akhilish,Zweizig,M,d006,Quality Management,40000,9999-01-01
17126,Matk,Schapire,F,d009,Customer Service,40000,9999-01-01
17143,Ziyad,Munke,M,d004,Production,40000,9999-01-01
17146,Aemilian,Barbanera,F,d007,Sales,65674,9999-01-01
16657,Yongdong,Heyers,M,d004,Production,63463,9999-01-01
17158,Danai,Vecchio,F,d009,Customer Service,48426,9999-01-01
17159,Quingbo,Mitchem,F,d005,Development,56346,9999-01-01
17160,Shay,Montemayor,F,d004,Production,49824,9999-01-01
17163,Yurii,Papsdorf,M,d005,Development,47086,9999-01-01
17199,Vasilis,Guardalben,M,d008,Research,40000,9999-01-01
17215,Junichi,Langford,M,d004,Production,47977,9999-01-01
16658,Florian,Soicher,M,d008,Research,50917,9999-01-01
